Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-03-03,BE,2.0,6.0,11.0,1.0,4.0,0.0
2020-03-03,BF,3.0,3.0,2.0,0.0,5.0,-2.0
2020-03-03,BG,3.0,-2.0,86.0,-18.0,-60.0,12.0
2020-03-03,BH,-9.0,-3.0,-12.0,-9.0,-4.0,4.0
2020-03-03,BJ,1.0,2.0,-1.0,3.0,1.0,0.0
2020-03-03,BO,-5.0,0.0,-1.0,-11.0,18.0,-2.0
2020-03-03,BR,-5.0,2.0,-21.0,6.0,15.0,-1.0
2020-03-03,BS,1.0,5.0,6.0,-1.0,0.0,0.0
2020-03-03,BW,8.0,1.0,-1.0,6.0,9.0,-1.0
2020-03-03,BY,5.0,6.0,12.0,5.0,7.0,-1.0
2020-03-03,BZ,1.0,0.0,2.0,4.0,2.0,0.0
2020-03-03,CA,4.0,6.0,8.0,-2.0,0.0,0.0
2020-03-03,CA_AB,5.0,9.0,13.0,0.0,5.0,0.0
2020-03-03,CA_BC,3.0,7.0,27.0,-2.0,5.0,1.0
2020-03-03,CA_MB,7.0,7.0,15.0,2.0,4.0,0.0
2020-03-03,CA_NB,7.0,-1.0,12.0,0.0,-16.0,2.0
2020-03-03,CA_NL,-1.0,1.0,-11.0,5.0,1.0,1.0
2020-03-03,CA_NS,3.0,5.0,5.0,2.0,3.0,1.0
2020-03-03,CA_NT,12.0,14.0,,,2.0,
2020-03-03,CA_NU,,,,,6.0,
2020-03-03,CA_ON,1.0,3.0,-6.0,0.0,4.0,0.0
2020-03-03,CA_PE,0.0,3.0,,,1.0,1.0
2020-03-03,CA_QC,11.0,4.0,19.0,-8.0,-13.0,2.0
2020-03-03,CA_SK,4.0,5.0,10.0,2.0,3.0,0.0
2020-03-03,CA_YT,9.0,10.0,,,1.0,
2020-03-03,CH,-1.0,4.0,7.0,-3.0,0.0,2.0
2020-03-03,CH_AG,2.0,3.0,17.0,-2.0,-1.0,2.0
2020-03-03,CH_AI,,,,,6.0,
2020-03-03,CH_AR,1.0,-6.0,,-4.0,0.0,
2020-03-03,CH_BL,-5.0,0.0,,-14.0,-27.0,6.0
2020-03-03,CH_FR,1.0,6.0,13.0,1.0,3.0,0.0
2020-03-03,CH_GE,-4.0,5.0,22.0,-2.0,1.0,1.0
2020-03-03,CH_GL,3.0,8.0,,-4.0,4.0,
2020-03-03,CH_GR,-4.0,0.0,-2.0,-5.0,-3.0,3.0
2020-03-03,CH_JU,0.0,0.0,,-1.0,0.0,1.0
2020-03-03,CH_LU,-2.0,2.0,-6.0,-3.0,0.0,2.0
2020-03-03,CH_NE,-2.0,4.0,,2.0,1.0,0.0
2020-03-03,CH_NW,-1.0,-7.0,,-4.0,-2.0,
2020-03-03,CH_OW,2.0,-7.0,,-13.0,0.0,
2020-03-03,CH_SG,0.0,3.0,22.0,1.0,2.0,2.0
2020-03-03,CH_SH,-3.0,4.0,,3.0,3.0,0.0
2020-03-03,CH_SO,-5.0,4.0,,-4.0,-3.0,2.0
2020-03-03,CH_SZ,0.0,-6.0,,-5.0,-3.0,1.0
2020-03-03,CH_TG,-5.0,8.0,13.0,-2.0,0.0,1.0
2020-03-03,CH_TI,-5.0,6.0,2.0,-9.0,-2.0,3.0
2020-03-03,CH_UR,-5.0,6.0,,-19.0,1.0,
2020-03-03,CH_VD,2.0,3.0,3.0,0.0,2.0,0.0
2020-03-03,CH_VS,0.0,5.0,15.0,0.0,0.0,1.0
2020-03-03,CI,4.0,3.0,8.0,6.0,5.0,0.0
2020-03-03,CL,4.0,10.0,-14.0,3.0,12.0,0.0
2020-03-03,CL_AI,1.0,7.0,1.0,-9.0,16.0,-2.0
2020-03-03,CL_AN,7.0,14.0,-18.0,4.0,15.0,-1.0
2020-03-03,CL_AP,6.0,9.0,-28.0,-6.0,12.0,-1.0
2020-03-03,CL_AT,7.0,1.0,-22.0,1.0,13.0,1.0
2020-03-03,CL_CO,-13.0,1.0,-41.0,-6.0,15.0,0.0
2020-03-03,CL_LI,3.0,5.0,-19.0,0.0,14.0,0.0
2020-03-03,CL_LL,5.0,7.0,-14.0,-3.0,12.0,-1.0
2020-03-03,CL_LR,-1.0,3.0,-35.0,-13.0,15.0,-1.0
2020-03-03,CL_ML,3.0,7.0,-15.0,-6.0,20.0,-1.0
2020-03-03,CL_NB,3.0,-2.0,-11.0,-7.0,-11.0,1.0
2020-03-03,CL_TA,0.0,7.0,-25.0,-4.0,16.0,0.0
2020-03-03,CL_VS,-4.0,-2.0,-28.0,-4.0,11.0,0.0
2020-03-03,CM,-3.0,-1.0,1.0,6.0,3.0,0.0
2020-03-03,CO,0.0,7.0,-3.0,15.0,19.0,-2.0
2020-03-03,CO_ANT,-1.0,3.0,0.0,14.0,13.0,-1.0
2020-03-03,CO_ARA,-5.0,-6.0,-5.0,-6.0,9.0,0.0
2020-03-03,CO_CAL,-1.0,1.0,1.0,-4.0,15.0,-2.0
2020-03-03,CO_CAQ,-8.0,2.0,-7.0,,15.0,-1.0
2020-03-03,CO_CAS,-2.0,4.0,-2.0,5.0,17.0,-1.0
2020-03-03,CO_CAU,-5.0,7.0,-4.0,,29.0,-2.0
2020-03-03,CO_CAU,2.0,8.0,0.0,11.0,19.0,-2.0
2020-03-03,CO_CES,-3.0,1.0,-4.0,9.0,22.0,-2.0
2020-03-03,CO_CUN,-8.0,7.0,-3.0,12.0,20.0,-2.0
2020-03-03,CO_GUV,-18.0,-22.0,-12.0,,11.0,
2020-03-03,CO_HUI,-1.0,6.0,-4.0,,16.0,-2.0
2020-03-03,CO_LAG,-5.0,3.0,-11.0,-11.0,19.0,0.0
2020-03-03,CO_MAG,-4.0,-6.0,-23.0,-22.0,21.0,-2.0
2020-03-03,CO_MET,-1.0,5.0,1.0,-8.0,20.0,-2.0
2020-03-03,CO_PUT,-4.0,-7.0,-2.0,,19.0,0.0
2020-03-03,CO_RIS,-2.0,4.0,-4.0,8.0,13.0,-2.0
2020-03-03,CO_SAN,-2.0,4.0,-5.0,4.0,19.0,-2.0
2020-03-03,CO_SUC,-12.0,-1.0,-8.0,-29.0,24.0,-2.0
2020-03-03,CO_TOL,-3.0,1.0,-8.0,-5.0,18.0,-1.0
2020-03-03,CO_VAC,2.0,8.0,0.0,11.0,19.0,-2.0
2020-03-03,CO_VID,,,-14.0,,,
2020-03-03,CR,-2.0,7.0,1.0,1.0,21.0,-3.0
2020-03-03,CV,-2.0,-1.0,-9.0,-7.0,2.0,0.0
2020-03-03,CZ,0.0,1.0,-9.0,-6.0,-1.0,1.0
2020-03-03,DE,0.0,5.0,8.0,-3.0,0.0,1.0
2020-03-03,DE_BB,-1.0,4.0,3.0,-5.0,0.0,1.0
2020-03-03,DE_BE,-3.0,7.0,-8.0,-7.0,0.0,2.0
2020-03-03,DE_BW,-1.0,5.0,9.0,-5.0,-1.0,1.0
2020-03-03,DE_BY,-2.0,5.0,5.0,-7.0,0.0,1.0
2020-03-03,DE_HB,6.0,6.0,12.0,0.0,0.0,1.0
2020-03-03,DE_HE,-1.0,6.0,12.0,-7.0,0.0,0.0
2020-03-03,DE_HH,-1.0,1.0,-2.0,-9.0,-14.0,3.0
2020-03-03,DE_MV,6.0,4.0,27.0,5.0,1.0,1.0
2020-03-03,DE_NI,4.0,6.0,18.0,-1.0,0.0,1.0
2020-03-03,DE_NW,2.0,5.0,24.0,-3.0,-1.0,1.0
2020-03-03,DE_RP,1.0,6.0,11.0,-5.0,0.0,1.0
2020-03-03,DE_SH,7.0,6.0,29.0,-2.0,-1.0,1.0
2020-03-03,DE_SL,2.0,4.0,2.0,-11.0,-2.0,1.0
2020-03-03,DE_SN,1.0,2.0,5.0,0.0,-1.0,2.0
2020-03-03,DE_ST,-1.0,3.0,8.0,-4.0,1.0,1.0
2020-03-03,DE_TH,0.0,2.0,4.0,-2.0,-1.0,1.0
2020-03-03,DK,10.0,-5.0,9.0,-1.0,2.0,0.0
2020-03-03,DO,0.0,5.0,-4.0,2.0,2.0,0.0
2020-03-03,EC,3.0,5.0,3.0,1.0,-7.0,2.0
2020-03-03,EE,0.0,2.0,-3.0,0.0,1.0,0.0
2020-03-03,EG,4.0,9.0,6.0,8.0,13.0,-2.0
2020-03-03,ES,-3.0,3.0,-3.0,1.0,3.0,0.0
2020-03-03,ES_AN,0.0,4.0,4.0,7.0,3.0,-1.0
2020-03-03,ES_AS,-4.0,2.0,-5.0,3.0,4.0,0.0
2020-03-03,ES_CB,-7.0,2.0,-10.0,-4.0,2.0,0.0
2020-03-03,ES_CE,-2.0,-10.0,-10.0,,4.0,-1.0
2020-03-03,ES_CM,-5.0,2.0,-9.0,-3.0,5.0,0.0
2020-03-03,ES_CN,-3.0,0.0,-1.0,1.0,2.0,0.0
2020-03-03,ES_CT,-2.0,2.0,-2.0,-1.0,2.0,0.0
2020-03-03,ES_EX,-3.0,2.0,3.0,-8.0,4.0,0.0
2020-03-03,ES_GA,-4.0,-3.0,-10.0,-2.0,3.0,0.0
2020-03-03,ES_IB,1.0,4.0,6.0,9.0,5.0,0.0
2020-03-03,ES_MC,0.0,3.0,9.0,5.0,4.0,0.0
2020-03-03,ES_MD,-6.0,4.0,-6.0,0.0,3.0,-1.0
2020-03-03,ES_ML,-3.0,-2.0,2.0,,2.0,0.0
2020-03-03,ES_NC,-4.0,1.0,-9.0,-41.0,4.0,0.0
2020-03-03,ES_PV,-8.0,-1.0,-20.0,-5.0,1.0,1.0
2020-03-03,ES_RI,2.0,-3.0,-8.0,-2.0,0.0,-1.0
2020-03-03,ES_VC,-1.0,4.0,6.0,2.0,3.0,0.0
2020-03-03,FI,2.0,3.0,14.0,-7.0,-7.0,2.0
2020-03-03,FJ,2.0,-7.0,-2.0,4.0,11.0,0.0
2020-03-03,FR,-1.0,5.0,8.0,-4.0,-4.0,2.0
2020-03-03,FR_ARA,1.0,4.0,28.0,-9.0,-20.0,5.0
2020-03-03,FR_BFC,1.0,5.0,15.0,-8.0,-21.0,5.0
2020-03-03,FR_BRE,-2.0,7.0,20.0,0.0,1.0,2.0
2020-03-03,FR_COR,-3.0,3.0,1.0,-8.0,0.0,1.0
2020-03-03,FR_CVL,-1.0,7.0,9.0,1.0,2.0,1.0
2020-03-03,FR_GES,-1.0,7.0,9.0,0.0,1.0,1.0
2020-03-03,FR_HDF,-2.0,7.0,14.0,-4.0,1.0,1.0
2020-03-03,FR_IDF,-4.0,8.0,1.0,-3.0,2.0,0.0
2020-03-03,FR_NAQ,-4.0,0.0,-8.0,-18.0,-22.0,6.0
2020-03-03,FR_NOR,0.0,4.0,14.0,0.0,2.0,1.0
2020-03-03,FR_OCC,-3.0,1.0,1.0,-2.0,2.0,2.0
2020-03-03,FR_PAC,0.0,6.0,15.0,3.0,1.0,1.0
2020-03-03,FR_PDL,-1.0,5.0,10.0,2.0,2.0,1.0
2020-03-03,GA,2.0,4.0,1.0,-3.0,4.0,1.0
2020-03-03,GB,2.0,3.0,11.0,-1.0,1.0,0.0
2020-03-03,GE,13.0,11.0,14.0,-1.0,-35.0,5.0
2020-03-03,GH,-1.0,-2.0,0.0,2.0,3.0,1.0
2020-03-03,GR,-4.0,7.0,5.0,5.0,2.0,-1.0
2020-03-03,GT,1.0,2.0,3.0,-2.0,5.0,-1.0
2020-03-03,GW,-8.0,2.0,,,-4.0,
2020-03-03,HK,-22.0,-4.0,-9.0,-28.0,-14.0,14.0
2020-03-03,HN,0.0,6.0,1.0,-3.0,12.0,-2.0
2020-03-03,HR,-1.0,-2.0,2.0,1.0,2.0,1.0
2020-03-03,HT,-5.0,-5.0,-7.0,-6.0,3.0,2.0
2020-03-03,HU,1.0,3.0,4.0,1.0,3.0,0.0
2020-03-03,ID,3.0,10.0,-2.0,2.0,5.0,0.0
2020-03-03,ID_AC,4.0,7.0,5.0,5.0,9.0,0.0
2020-03-03,ID_BA,0.0,3.0,-8.0,-6.0,0.0,1.0
2020-03-03,ID_BB,1.0,7.0,1.0,-5.0,6.0,0.0
2020-03-03,ID_BE,-1.0,1.0,-10.0,3.0,2.0,2.0
2020-03-03,ID_BT,7.0,14.0,13.0,0.0,4.0,0.0
2020-03-03,ID_GO,-3.0,5.0,19.0,-27.0,4.0,1.0
2020-03-03,ID_JA,5.0,5.0,-3.0,6.0,7.0,0.0
2020-03-03,ID_JB,5.0,12.0,0.0,3.0,5.0,0.0
2020-03-03,ID_JI,0.0,6.0,-5.0,-4.0,5.0,1.0
2020-03-03,ID_JK,3.0,17.0,-1.0,3.0,5.0,0.0
2020-03-03,ID_JT,2.0,7.0,-4.0,0.0,4.0,0.0
2020-03-03,ID_KB,-2.0,1.0,-7.0,-11.0,5.0,1.0
2020-03-03,ID_KI,3.0,9.0,0.0,12.0,4.0,0.0
2020-03-03,ID_KR,3.0,8.0,3.0,-9.0,5.0,1.0
2020-03-03,ID_KS,9.0,15.0,9.0,22.0,3.0,1.0
2020-03-03,ID_KT,2.0,7.0,-8.0,1.0,3.0,0.0
2020-03-03,ID_KU,-2.0,3.0,0.0,2.0,2.0,1.0
2020-03-03,ID_LA,7.0,8.0,-5.0,-4.0,5.0,0.0
2020-03-03,ID_MA,-2.0,3.0,-4.0,6.0,4.0,0.0
2020-03-03,ID_MU,-4.0,2.0,-6.0,-20.0,6.0,0.0
2020-03-03,ID_NB,2.0,4.0,-4.0,10.0,6.0,0.0
2020-03-03,ID_NT,-2.0,-2.0,-3.0,14.0,6.0,0.0
2020-03-03,ID_PA,2.0,-1.0,0.0,5.0,7.0,0.0
2020-03-03,ID_PB,3.0,1.0,6.0,-3.0,10.0,0.0
2020-03-03,ID_RI,2.0,6.0,-7.0,-4.0,7.0,0.0
2020-03-03,ID_SA,5.0,9.0,-7.0,3.0,4.0,-1.0
2020-03-03,ID_SB,3.0,9.0,0.0,0.0,7.0,-1.0
2020-03-03,ID_SN,3.0,10.0,-3.0,-2.0,5.0,0.0
2020-03-03,ID_SR,-1.0,-8.0,-15.0,3.0,2.0,1.0
2020-03-03,ID_SS,5.0,9.0,4.0,5.0,8.0,0.0
2020-03-03,ID_ST,-1.0,2.0,-5.0,-4.0,5.0,1.0
2020-03-03,ID_SU,0.0,8.0,0.0,-1.0,6.0,0.0
2020-03-03,IE,8.0,5.0,29.0,2.0,3.0,-1.0
2020-03-03,IL,0.0,4.0,10.0,1.0,3.0,0.0
2020-03-03,IN,-1.0,2.0,3.0,0.0,4.0,0.0
2020-03-03,IN_AN,-12.0,-18.0,-6.0,-6.0,4.0,2.0
2020-03-03,IN_AP,0.0,2.0,5.0,0.0,7.0,0.0
2020-03-03,IN_AR,-7.0,-7.0,7.0,-1.0,11.0,-1.0
2020-03-03,IN_AS,-3.0,-5.0,1.0,-2.0,11.0,0.0
2020-03-03,IN_BR,4.0,7.0,10.0,9.0,3.0,-3.0
2020-03-03,IN_CH,7.0,5.0,25.0,1.0,4.0,-1.0
2020-03-03,IN_CT,-5.0,-4.0,4.0,-1.0,3.0,1.0
2020-03-03,IN_DD,0.0,-7.0,-2.0,,3.0,1.0
2020-03-03,IN_DL,-2.0,1.0,8.0,-2.0,4.0,0.0
2020-03-03,IN_DN,5.0,,-8.0,-12.0,2.0,0.0
2020-03-03,IN_GA,-2.0,-6.0,-7.0,-2.0,3.0,1.0
2020-03-03,IN_GJ,-3.0,2.0,1.0,-2.0,4.0,1.0
2020-03-03,IN_HP,14.0,12.0,21.0,16.0,14.0,-2.0
2020-03-03,IN_HR,4.0,4.0,10.0,7.0,4.0,-2.0
2020-03-03,IN_JH,-1.0,-3.0,2.0,4.0,0.0,0.0
2020-03-03,IN_JK,89.0,79.0,119.0,121.0,72.0,-9.0
2020-03-03,IN_KA,0.0,5.0,2.0,0.0,5.0,1.0
2020-03-03,IN_KL,-3.0,-2.0,-4.0,-4.0,3.0,1.0
2020-03-03,IN_LD,,,10.0,,1.0,
2020-03-03,IN_MH,-1.0,1.0,-2.0,-1.0,3.0,1.0
2020-03-03,IN_ML,-63.0,-66.0,-41.0,-57.0,-44.0,-4.0
2020-03-03,IN_MN,-2.0,-3.0,-2.0,1.0,6.0,0.0
2020-03-03,IN_MP,0.0,2.0,2.0,2.0,3.0,0.0
2020-03-03,IN_MZ,6.0,10.0,18.0,16.0,6.0,0.0
2020-03-03,IN_NL,2.0,-3.0,7.0,-2.0,14.0,-1.0
2020-03-03,IN_OR,-3.0,-2.0,3.0,1.0,1.0,0.0
2020-03-03,IN_PB,2.0,4.0,7.0,4.0,4.0,-2.0
2020-03-03,IN_PY,-4.0,-5.0,26.0,-2.0,7.0,1.0
2020-03-03,IN_RJ,1.0,4.0,9.0,6.0,6.0,0.0
2020-03-03,IN_SK,8.0,1.0,7.0,6.0,16.0,0.0
2020-03-03,IN_TG,1.0,5.0,4.0,3.0,5.0,1.0
2020-03-03,IN_TN,1.0,3.0,3.0,-1.0,5.0,1.0
2020-03-03,IN_TR,-2.0,0.0,-2.0,-3.0,4.0,1.0
2020-03-03,IN_UP,3.0,8.0,7.0,7.0,3.0,-1.0
2020-03-03,IN_UT,4.0,6.0,7.0,15.0,6.0,-1.0
2020-03-03,IN_WB,-8.0,-8.0,-5.0,-4.0,2.0,1.0
2020-03-03,IQ,11.0,17.0,10.0,5.0,3.0,2.0
2020-03-03,IT,-7.0,-1.0,-9.0,-21.0,-8.0,4.0
2020-03-03,IT_25,-13.0,-1.0,16.0,-35.0,-19.0,9.0
2020-03-03,IT_34,-11.0,-2.0,-21.0,-33.0,-13.0,7.0
2020-03-03,IT_42,-1.0,4.0,22.0,-12.0,-12.0,4.0
2020-03-03,IT_45,-12.0,-6.0,-20.0,-31.0,-13.0,7.0
2020-03-03,IT_52,-7.0,-3.0,-18.0,-14.0,0.0,2.0
2020-03-03,IT_55,-6.0,0.0,-17.0,-8.0,2.0,2.0
2020-03-03,IT_57,-7.0,-1.0,-1.0,-13.0,-2.0,3.0
2020-03-03,IT_62,-7.0,-1.0,-24.0,-14.0,0.0,2.0
2020-03-03,IT_65,-2.0,1.0,-3.0,-10.0,1.0,1.0
2020-03-03,IT_67,2.0,-1.0,-4.0,-1.0,1.0,1.0
2020-03-03,IT_72,-7.0,-1.0,-16.0,-11.0,-2.0,2.0
2020-03-03,IT_75,-4.0,0.0,-4.0,-10.0,-1.0,2.0
2020-03-03,IT_77,-4.0,0.0,-5.0,-8.0,0.0,1.0
2020-03-03,IT_78,-5.0,-3.0,-12.0,-16.0,-4.0,2.0
2020-03-03,IT_82,-7.0,-3.0,-7.0,-12.0,0.0,2.0
2020-03-03,IT_88,-4.0,2.0,-9.0,-9.0,0.0,2.0
2020-03-03,JM,0.0,7.0,-5.0,1.0,3.0,0.0
2020-03-03,JO,0.0,7.0,11.0,-3.0,6.0,-1.0
2020-03-03,JP,-2.0,9.0,11.0,-15.0,-2.0,4.0
2020-03-03,JP_01,-16.0,4.0,-26.0,-28.0,-6.0,6.0
2020-03-03,JP_02,0.0,7.0,-5.0,-19.0,-2.0,3.0
2020-03-03,JP_03,-2.0,7.0,-4.0,-20.0,1.0,3.0
2020-03-03,JP_04,-3.0,8.0,4.0,-22.0,-2.0,3.0
2020-03-03,JP_05,2.0,7.0,-1.0,-27.0,0.0,3.0
2020-03-03,JP_06,1.0,7.0,10.0,-25.0,-1.0,3.0
2020-03-03,JP_07,0.0,8.0,2.0,-15.0,1.0,2.0
2020-03-03,JP_08,1.0,7.0,13.0,-18.0,0.0,3.0
2020-03-03,JP_09,-2.0,7.0,12.0,-16.0,-1.0,2.0
2020-03-03,JP_10,-2.0,7.0,19.0,-17.0,0.0,3.0
2020-03-03,JP_11,0.0,12.0,26.0,-15.0,-3.0,4.0
2020-03-03,JP_12,-3.0,9.0,26.0,-16.0,-3.0,4.0
2020-03-03,JP_13,-8.0,10.0,11.0,-16.0,-6.0,5.0
2020-03-03,JP_14,-3.0,13.0,20.0,-15.0,-5.0,5.0
2020-03-03,JP_15,-3.0,10.0,0.0,-22.0,-3.0,3.0
2020-03-03,JP_16,1.0,9.0,4.0,-19.0,-1.0,3.0
2020-03-03,JP_17,-3.0,8.0,4.0,-26.0,-2.0,3.0
2020-03-03,JP_18,0.0,9.0,9.0,-14.0,-1.0,2.0
2020-03-03,JP_19,-2.0,6.0,2.0,-16.0,0.0,3.0
2020-03-03,JP_20,-1.0,7.0,4.0,-19.0,-1.0,3.0
2020-03-03,JP_21,-3.0,9.0,5.0,-19.0,-3.0,3.0
2020-03-03,JP_22,0.0,8.0,9.0,-18.0,0.0,3.0
2020-03-03,JP_23,-3.0,8.0,19.0,-21.0,-3.0,3.0
2020-03-03,JP_24,1.0,10.0,6.0,-19.0,-1.0,2.0
2020-03-03,JP_25,1.0,9.0,20.0,-17.0,-2.0,3.0
2020-03-03,JP_26,-4.0,8.0,8.0,-18.0,-2.0,3.0
2020-03-03,JP_27,-5.0,9.0,12.0,-16.0,-3.0,3.0
2020-03-03,JP_29,0.0,13.0,14.0,-13.0,-2.0,3.0
2020-03-03,JP_30,-2.0,9.0,12.0,-15.0,-2.0,2.0
2020-03-03,JP_31,0.0,9.0,11.0,-20.0,0.0,2.0
2020-03-03,JP_32,1.0,7.0,12.0,-8.0,0.0,2.0
2020-03-03,JP_33,-1.0,8.0,29.0,-16.0,-1.0,2.0
2020-03-03,JP_34,0.0,8.0,15.0,-19.0,0.0,2.0
2020-03-03,JP_35,0.0,6.0,12.0,-12.0,-2.0,2.0
2020-03-03,JP_36,-4.0,7.0,14.0,-14.0,-2.0,3.0
2020-03-03,JP_37,0.0,8.0,22.0,-14.0,-1.0,2.0
2020-03-03,JP_38,-3.0,6.0,16.0,-11.0,0.0,2.0
2020-03-03,JP_40,-2.0,5.0,12.0,-23.0,-2.0,3.0
2020-03-03,JP_41,0.0,4.0,-1.0,-19.0,-1.0,2.0
2020-03-03,JP_42,-2.0,5.0,-7.0,-13.0,1.0,2.0
2020-03-03,JP_43,-3.0,2.0,4.0,-16.0,-2.0,3.0
2020-03-03,JP_45,0.0,4.0,-2.0,-15.0,0.0,2.0
2020-03-03,JP_46,-4.0,7.0,2.0,-15.0,0.0,2.0
2020-03-03,JP_47,-6.0,1.0,-15.0,-26.0,0.0,3.0
2020-03-03,KE,3.0,3.0,4.0,5.0,7.0,-1.0
2020-03-03,KG,7.0,11.0,3.0,5.0,13.0,-3.0
2020-03-03,KH,0.0,1.0,-1.0,-20.0,5.0,0.0
2020-03-03,KR,-24.0,-7.0,2.0,-21.0,-9.0,8.0
2020-03-03,KW,-6.0,-2.0,-1.0,0.0,-1.0,4.0
2020-03-03,KZ,7.0,8.0,4.0,14.0,11.0,-2.0
2020-03-03,LA,2.0,4.0,-1.0,-4.0,10.0,0.0
2020-03-03,LB,7.0,7.0,9.0,-8.0,-10.0,1.0
2020-03-03,LI,5.0,2.0,,-2.0,1.0,
2020-03-03,LK,0.0,3.0,1.0,4.0,8.0,1.0
2020-03-03,LT,1.0,1.0,15.0,1.0,3.0,0.0
2020-03-03,LU,-2.0,8.0,6.0,0.0,1.0,0.0
2020-03-03,LV,-1.0,2.0,7.0,-1.0,2.0,0.0
2020-03-03,LY,6.0,7.0,12.0,3.0,10.0,0.0
2020-03-03,MD,5.0,4.0,13.0,1.0,6.0,-1.0
2020-03-03,MK,3.0,8.0,7.0,4.0,5.0,-1.0
2020-03-03,ML,6.0,-1.0,5.0,0.0,7.0,0.0
2020-03-03,MM,4.0,8.0,3.0,4.0,6.0,0.0
2020-03-03,MN,-17.0,0.0,-16.0,-18.0,-12.0,3.0
2020-03-03,MT,4.0,4.0,-9.0,-1.0,3.0,1.0
2020-03-03,MU,7.0,3.0,-2.0,-1.0,3.0,0.0
2020-03-03,MX,1.0,3.0,2.0,2.0,9.0,-2.0
2020-03-03,MX_AGU,-1.0,-1.0,-1.0,-11.0,10.0,-1.0
2020-03-03,MX_BCN,5.0,7.0,9.0,-3.0,12.0,-3.0
2020-03-03,MX_BCS,3.0,5.0,-6.0,3.0,11.0,-1.0
2020-03-03,MX_CAM,2.0,3.0,5.0,-6.0,12.0,-2.0
2020-03-03,MX_CHH,-4.0,-3.0,-8.0,5.0,9.0,-1.0
2020-03-03,MX_CHP,-5.0,-1.0,-7.0,-9.0,12.0,-2.0
2020-03-03,MX_CMX,3.0,5.0,3.0,2.0,7.0,-1.0
2020-03-03,MX_COA,0.0,1.0,1.0,2.0,8.0,-1.0
2020-03-03,MX_COL,-2.0,3.0,3.0,-10.0,12.0,-2.0
2020-03-03,MX_DUR,-5.0,-4.0,-17.0,-2.0,10.0,-2.0
2020-03-03,MX_GRO,-3.0,-1.0,-8.0,-6.0,12.0,-2.0
2020-03-03,MX_GUA,-4.0,1.0,-2.0,-1.0,9.0,-1.0
2020-03-03,MX_HID,1.0,1.0,3.0,-10.0,8.0,-2.0
2020-03-03,MX_JAL,0.0,2.0,3.0,5.0,5.0,-1.0
2020-03-03,MX_MEX,3.0,4.0,4.0,2.0,10.0,-2.0
2020-03-03,MX_MIC,-2.0,1.0,-1.0,-6.0,11.0,-2.0
2020-03-03,MX_MOR,0.0,4.0,2.0,-1.0,9.0,-2.0
2020-03-03,MX_NAY,-3.0,0.0,-5.0,-2.0,10.0,-1.0
2020-03-03,MX_OAX,-1.0,0.0,3.0,-1.0,10.0,-2.0
2020-03-03,MX_PUE,-2.0,4.0,0.0,0.0,4.0,0.0
2020-03-03,MX_QUE,0.0,6.0,4.0,13.0,8.0,-1.0
2020-03-03,MX_ROO,0.0,2.0,-1.0,-6.0,7.0,-1.0
2020-03-03,MX_SIN,0.0,0.0,-4.0,-1.0,6.0,0.0
2020-03-03,MX_SON,1.0,0.0,-5.0,2.0,6.0,1.0
2020-03-03,MX_TAB,1.0,4.0,4.0,18.0,20.0,-3.0
2020-03-03,MX_TAM,3.0,4.0,4.0,-1.0,8.0,-2.0
2020-03-03,MX_TLA,-1.0,2.0,1.0,10.0,10.0,-2.0
2020-03-03,MX_VER,-1.0,2.0,1.0,4.0,14.0,-2.0
2020-03-03,MX_ZAC,-7.0,-4.0,-11.0,-8.0,10.0,-1.0
2020-03-03,MY,-3.0,-2.0,-7.0,-8.0,3.0,1.0
2020-03-03,MZ,-2.0,1.0,4.0,2.0,21.0,-3.0
2020-03-03,NE,2.0,4.0,-1.0,6.0,5.0,-2.0
2020-03-03,NG,1.0,-2.0,2.0,2.0,2.0,0.0
2020-03-03,NI,0.0,2.0,0.0,0.0,14.0,-1.0
2020-03-03,NL,2.0,6.0,20.0,-2.0,2.0,0.0
2020-03-03,NO,-1.0,1.0,6.0,-2.0,-1.0,1.0
2020-03-03,NO_03,-5.0,-1.0,-12.0,-6.0,0.0,1.0
2020-03-03,NO_11,-2.0,3.0,1.0,0.0,0.0,0.0
2020-03-03,NO_15,2.0,6.0,24.0,11.0,0.0,0.0
2020-03-03,NO_18,6.0,5.0,61.0,8.0,-18.0,0.0
2020-03-03,NO_30,-1.0,2.0,-8.0,-2.0,0.0,1.0
2020-03-03,NO_34,-1.0,1.0,0.0,-4.0,0.0,1.0
2020-03-03,NO_42,-5.0,-5.0,-31.0,-11.0,0.0,1.0
2020-03-03,NO_46,0.0,0.0,19.0,14.0,-1.0,0.0
2020-03-03,NP,4.0,3.0,1.0,2.0,6.0,0.0
2020-03-03,NZ,-4.0,0.0,-6.0,8.0,17.0,-1.0
2020-03-03,OM,-1.0,-2.0,-5.0,-2.0,10.0,0.0
2020-03-03,PA,1.0,9.0,-2.0,5.0,5.0,-1.0
2020-03-03,PE,2.0,3.0,-1.0,1.0,2.0,0.0
2020-03-03,PE_AMA,-5.0,-7.0,-7.0,0.0,7.0,
2020-03-03,PE_ANC,0.0,-1.0,1.0,4.0,1.0,0.0
2020-03-03,PE_ARE,1.0,3.0,-1.0,-3.0,2.0,0.0
2020-03-03,PE_AYA,5.0,1.0,-1.0,-1.0,2.0,0.0
